user_id,Series_Title,rating
111,"André Hazes, Zij Gelooft in Mij",3.5
111,License to Wed,5.0
111,12 + 1,3.0
111,Gods and Monsters,5.0
111,The Big Parade,4.0
111,Yankee Doodle Dandy,4.5
111,The Searchers,3.5
111,Furankenshutain Tai Chitei Kaijū Baragon,0.5
111,เพชฌฆาตเงียบอันตราย,3.5
111,The Projected Man,3.0
111,La Mort en direct,3.5
111,L'important c'est d'aimer,4.5
111,Frances,3.5
111,Der Tunnel,3.5
111,"Amico, stammi lontano almeno un palmo",3.5
111,Beetlejuice,4.5
111,L'Homme de Rio,4.0
111,Shriek If You Know What I Did Last Friday the Thirteenth,4.5
111,La révolution française,3.5
111,Hotel Very Welcome,2.5
111,Bordertown,3.5
111,Van Gogh,2.5
111,Ghost Dog: The Way of the Samurai,4.0
111,Final Analysis,3.0
111,Drop Zone,2.5
111,Sous le Sable,5.0
111,Love Is the Devil: Study for a Portrait of Francis Bacon,1.5
111,Montag kommen die Fenster,4.0
111,Shark!,3.0
111,5 Card Stud,4.0
111,Popiól i diament,4.0
111,The Polar Express,3.0
111,Schock,3.0
111,Les Choristes,4.0
111,"Nachts, wenn Dracula erwacht",4.0
111,Ober,3.0
111,A Bridge Too Far,1.5
111,Fanny och Alexander,3.0
111,Der letzte Mann,3.5
111,Barfuß,4.0
111,El orfanato,2.0
111,The Angry Red Planet,4.0
111,xXx,4.5
111,Der Schuh des Manitu,4.5
112,Varjoja paratiisissa,5.0
112,Judgment Night,3.0
112,The Fifth Element,3.0
112,Raiders of the Lost Ark,5.0
112,Armageddon,3.0
112,Donnie Darko,4.0
112,Terminator 3: Rise of the Machines,5.0
112,La belle et la bête,2.0
112,The Living Daylights,5.0
112,La passion de Jeanne d'Arc,4.0
112,Lolita,4.0
112,Rosemary's Baby,5.0
112,Arlington Road,5.0
113,Ariel,5.0
113,Four Rooms,5.0
113,Judgment Night,4.0
113,Dancer in the Dark,5.0
113,My Life Without Me,5.0
113,The Endless Summer,5.0
113,Kill Bill: Vol. 1,5.0
113,Jarhead,4.0
113,8 Mile,4.0
113,War of the Worlds,5.0
113,英雄,5.0
113,Indiana Jones and the Last Crusade,4.0
113,Lola rennt,5.0
113,Back to the Future,5.0
113,Dont Look Back,5.0
113,La mala educación,5.0
113,Shaft in Africa,5.0
113,The Last Samurai,5.0
113,La vita è bella,5.0
113,Final Fantasy VII: Advent Children,5.0
113,Finding Forrester,5.0
113,Monty Python and the Holy Grail,5.0
114,Lost in Translation,3.0
114,Knockin' on Heaven's Door,4.0
114,Back to the Future Part II,3.0
114,A Clockwork Orange,4.0
114,Live and Let Die,3.0
114,Carne trémula,1.0
114,High Noon,3.0
114,Dave Chappelle's Block Party,4.0
114,Bollywood/Hollywood,5.0
114,Night on Earth,4.0
114,Crustacés et coquillages,5.0
114,Batman Returns,5.0
114,Rain Man,5.0
114,Knallhart,5.0
114,Sissi,5.0
114,Wag the Dog,5.0
114,Silent Hill,5.0
114,The Hours,4.0
114,The Conversation,3.0
114,Солярис,3.0
114,To Kill a Mockingbird,5.0
115,Ariel,5.0
115,Varjoja paratiisissa,5.0
115,Metropolis,4.0
115,L'arrivée d'un train en gare de La Ciotat,2.0
115,Syriana,4.5
115,The Million Dollar Hotel,5.0
115,Sommersturm,3.0
115,Klute,3.0
115,Monsoon Wedding,5.0
115,Blackmail,3.5
115,Men in Black II,5.0
115,Kolja,2.5
115,Arlington Road,5.0
115,Point Break,3.5
115,Notes on a Scandal,4.0
115,Bridge to Terabithia,5.0
115,The Dreamers,4.0
115,Speed 2: Cruise Control,3.5
115,The Prisoner of Zenda,5.0
115,Twin Peaks: Fire Walk with Me,3.5
115,We Own the Night,3.5
115,The Bourne Supremacy,5.0
115,Young and Innocent,4.0
115,License to Wed,4.0
115,バトル・ロワイアル,4.5
115,Der Tunnel,4.5
116,Lost in Translation,1.5
116,Syriana,5.0
116,The 39 Steps,5.0
116,Terminator 3: Rise of the Machines,5.0
116,Halbe Treppe,4.0
116,The Million Dollar Hotel,4.5
116,Knallhart,2.5
116,Monsoon Wedding,2.0
116,Солярис,3.0
116,Die Hard 2,5.0
116,Young and Innocent,5.0
116,"André Hazes, Zij Gelooft in Mij",1.0
116,License to Wed,2.0
116,5 Card Stud,5.0
117,Saw II,3.5
117,Strange Days,4.0
117,The Million Dollar Hotel,5.0
117,Casino,4.0
117,Once Were Warriors,3.5
117,Psycho,5.0
117,The Prestige,4.5
117,300,4.5
117,The Next Best Thing,0.5
117,"Farewell, My Lovely",4.0
117,Enough,3.0
117,8 femmes,4.0
117,My Name Is Bruce,3.0
117,Local Color,4.0
117,怪獣総進撃,2.0
117,Under Siege 2: Dark Territory,5.0
117,Underground,4.0
117,Sex and the City,4.5
117,Star 80,5.0
117,Union Station,3.5
117,Tueur à gages,4.5
118,Dancer in the Dark,4.0
118,Scarface,4.0
118,The Killing,2.0
118,The 39 Steps,5.0
118,Terminator 3: Rise of the Machines,5.0
118,Jurassic Park,4.0
118,A Nightmare on Elm Street,4.0
118,Sissi,5.0
118,Monsoon Wedding,4.0
118,Once Were Warriors,5.0
118,The Man with the Golden Arm,4.0
118,Солярис,5.0
118,Titanic,3.0
118,Men in Black II,5.0
118,Harry Potter and the Goblet of Fire,2.0
118,Murder She Said,5.0
118,La passion de Jeanne d'Arc,4.0
118,M,4.0
118,Finding Neverland,5.0
118,Cool Hand Luke,4.0
118,Die Büchse der Pandora,5.0
118,The Thomas Crown Affair,4.0
118,Dead Man,5.0
118,Dawn of the Dead,5.0
118,Mission: Impossible,4.0
118,The Magnificent Ambersons,3.0
118,Point Break,4.0
118,Princesas,4.0
118,The Talented Mr. Ripley,5.0
118,Hollywoodland,4.0
118,Lonely Hearts,5.0
118,Leiutajateküla Lotte,4.0
118,Meet the Robinsons,4.0
118,Neues vom Wixxer,3.0
118,A Brief History of Time,5.0
118,Rocky III,3.0
118,Rocky IV,4.0
118,Rocky V,4.0
118,Sweet Sixteen,3.0
118,Зеркало,4.0
118,La Môme,3.0
118,Die Hard 2,4.0
118,Rope,4.0
118,School of Rock,4.0
118,Fever Pitch,4.0
118,Diarios de motocicleta,3.0
118,The Reaping,1.0
118,Hostel,3.0
118,"Murder, My Sweet",5.0
118,2 Days in Paris,4.0
118,Don Juan DeMarco,4.0
118,Qui a tué Bambi ?,4.0
118,A Perfect Murder,4.0
118,The Most Dangerous Game,4.0
118,"4 luni, 3 săptămîni și 2 zile",4.0
118,Persepolis,5.0
118,Stellet Licht,3.0
118,Jack & Sarah,1.0
118,Say Anything...,5.0
118,Training Day,3.0
118,Mr. Holland's Opus,4.0
118,While You Were Sleeping,5.0
118,Roustabout,4.0
118,Wasabi,4.0
118,Sophie Scholl – Die letzten Tage,3.0
118,L.A. Confidential,3.0
118,Cleopatra Jones and the Casino of Gold,3.0
118,Voyage to the Bottom of the Sea,3.0
118,The Glass House,4.0
118,Within the Woods,5.0
118,Closer,4.0
118,Local Color,5.0
118,Erbsen auf halb 6,4.0
118,Vivement dimanche!,4.0
118,Madame Bovary,3.0
118,Prelude to a Kiss,3.0
118,Heathers,4.0
118,Sleepy Hollow,3.0
118,Der rote Elvis,5.0
118,El otro lado de la cama,3.0
118,Young and Innocent,5.0
118,Gods and Monsters,2.0
118,I Love You to Death,4.0
118,เพชฌฆาตเงียบอันตราย,4.0
118,バトル・ロワイアル,4.0
118,Beat,4.0
118,Out of Rosenheim,4.0
118,Der Tunnel,5.0
118,鬼婆,4.0
119,Ariel,3.0
119,Judgment Night,5.0
119,Dancer in the Dark,3.0
119,The Endless Summer,4.0
119,Kill Bill: Vol. 1,3.0
119,LaLehet Al HaMayim,5.0
119,2001: A Space Odyssey,4.0
119,Million Dollar Baby,4.0
119,Blade Runner,3.0
119,Armageddon,2.0
119,Léon,2.0
119,Trois couleurs : Rouge,5.0
119,Scarface,5.0
119,Italiensk for begyndere,3.0
119,Donnie Darko,4.0
119,Breaking the Waves,4.0
119,Lost in Translation,1.0
119,L'arrivée d'un train en gare de La Ciotat,2.0
119,Ocean's Eleven,4.0
119,Ocean's Twelve,4.0
119,Star Trek IV: The Voyage Home,2.0
119,"20,000 Leagues Under the Sea",1.0
119,Minority Report,2.0
119,Back to the Future Part III,2.0
119,Mean Streets,3.0
119,Rebecca,4.0
119,The Outsiders,2.0
119,Stand by Me,4.0
119,Live and Let Die,2.0
119,The 39 Steps,5.0
119,Lili Marleen,4.0
119,Le Mépris,4.0
119,Batman Begins,5.0
119,High Noon,4.0
119,Dave Chappelle's Block Party,3.0
119,Terminator 3: Rise of the Machines,5.0
119,Halbe Treppe,3.0
119,The Million Dollar Hotel,4.0
119,Jurassic Park,3.0
119,Eyes Wide Shut,5.0
119,Batman Returns,3.0
119,A Nightmare on Elm Street,2.0
119,Mala Noche,4.0
119,Sommer '04,4.0
119,The Day After Tomorrow,2.0
119,Romeo + Juliet,3.0
119,Sissi,3.0
119,Monsoon Wedding,4.0
119,7 vírgenes,4.0
119,Shaft,3.0
119,Being John Malkovich,4.0
119,Once Were Warriors,5.0
119,The Wrong Trousers,3.0
119,A Close Shave,4.0
119,Flashdance,4.0
119,The Man with the Golden Arm,4.0
119,The Poseidon Adventure,5.0
119,Dogville,3.0
119,"Monsters, Inc.",3.0
119,Big Fish,4.0
119,Silent Hill,4.0
119,The Hours,5.0
119,The Conversation,4.0
119,Солярис,4.0
119,To Kill a Mockingbird,4.0
119,The Grapes of Wrath,4.0
119,Titanic,4.0
119,Sunset Boulevard,4.0
119,Men in Black II,5.0
119,La belle et la bête,3.0
119,"Nosferatu, eine Symphonie des Grauens",3.0
119,Die Ehe der Maria Braun,3.0
119,Out of the Past,4.0
119,The Bridges of Madison County,2.0
119,A View to a Kill,3.0
119,The Sixth Sense,5.0
119,Murder She Said,5.0
119,Les Vacances de Monsieur Hulot,4.0
119,La passion de Jeanne d'Arc,3.0
119,Mrs. Doubtfire,4.0
119,Los Olvidados,4.0
119,M,4.0
119,Krull,1.0
119,Sleepless in Seattle,5.0
119,ドールズ,3.0
119,Antonia,3.0
119,A Few Good Men,2.0
119,Cool Hand Luke,5.0
119,The Big Sleep,5.0
119,The Thomas Crown Affair,5.0
119,The Thomas Crown Affair,5.0
119,Blood: The Last Vampire,5.0
119,Cars,5.0
119,Dead Man,4.0
119,Dawn of the Dead,5.0
119,Dawn of the Dead,4.0
119,Galaxy Quest,5.0
119,Lethal Weapon 3,4.0
119,Madagascar,4.0
119,Mission: Impossible,4.0
119,Dog Day Afternoon,3.0
119,Double Indemnity,3.0
119,Sommersby,3.0
119,隠し砦の三悪人,2.0
119,Arlington Road,3.0
119,Point Break,4.0
119,Escape from New York,5.0
119,Princesas,2.0
119,The Talented Mr. Ripley,4.0
119,Rocky Balboa,4.0
119,The Good Shepherd,4.0
119,Hollywoodland,4.0
119,Lonely Hearts,4.0
119,"Je vais bien, ne t'en fais pas",4.0
119,Notes on a Scandal,5.0
119,Stranger Than Fiction,4.0
119,Bridge to Terabithia,2.0
119,Street Kings,5.0
119,Meet the Robinsons,4.0
119,Neues vom Wixxer,4.0
119,300,4.0
119,Sunshine,5.0
119,Ein Lied von Liebe und Tod – Gloomy Sunday,4.0
119,The Dreamers,4.0
119,Dogtown and Z-Boys,4.0
119,"Torrente, el brazo tonto de la ley",4.0
119,A Brief History of Time,5.0
119,Rambo III,4.0
119,Blood Diamond,2.0
119,Rocky IV,3.0
119,Rocky V,2.0
119,Sweet Sixteen,3.0
119,Houseboat,1.0
119,Shortbus,3.0
119,Laitakaupungin valot,4.0
119,Superstar: The Karen Carpenter Story,4.0
119,Y tu mamá también,3.0
119,Nostalghia,5.0
119,The Rapture,5.0
119,해안선,4.0
119,25th Hour,4.0
119,Get Carter,2.0
119,Teenage Mutant Ninja Turtles III,2.0
119,Imagine Me & You,2.0
119,Parenthood,3.0
119,Down by Law,2.0
119,薔薇の葬列,1.0
119,28 Weeks Later,1.0
119,Die Hard 2,2.0
119,Rope,4.0
119,School of Rock,3.0
119,Secret Window,2.0
119,What's Eating Gilbert Grape,3.0
119,Bring It On,2.0
119,The Boys from County Clare,3.0
119,Nirgendwo in Afrika,2.0
119,Meet the Parents,4.0
119,When Saturday Comes,3.0
119,Fever Pitch,4.0
119,Das Wunder von Bern,5.0
119,The 51st State,3.0
119,The Way of the Gun,1.0
119,L'Enfant sauvage,4.0
119,Speed 2: Cruise Control,4.0
119,Forces of Nature,3.0
119,Freedom Writers,2.0
119,Diarios de motocicleta,4.0
119,Will Penny,2.0
119,ゴジラ,3.0
119,Mosura tai Gojira,3.0
119,Escape from the Planet of the Apes,3.0
119,Little Buddha,3.0
119,Hostel,1.0
119,Re-Animator,2.0
119,Death Machine,3.0
119,Jungle Fever,3.0
119,...Più forte ragazzi!,3.0
119,Bird on a Wire,2.0
119,The Forbidden Kingdom,3.0
119,The Prisoner of Zenda,4.0
119,City of Hope,2.0
119,Fahrenheit 9/11,2.0
119,Roger & Me,3.0
119,Footloose,4.0
119,Stuck on You,3.0
119,50 First Dates,5.0
119,The Next Best Thing,2.0
119,Rent,2.0
119,"Murder, My Sweet",3.0
119,Poodle Springs,3.0
119,World Trade Center,3.0
119,The Men,2.0
119,Malcolm X,5.0
119,The Ewok Adventure,2.0
119,The Karate Kid,4.0
119,Star Wars: Episode II - Attack of the Clones,2.0
119,The 13th Warrior,2.0
119,Free Rainer - Dein Fernseher lügt,4.0
119,Qui a tué Bambi ?,3.0
119,Or,4.0
119,Crime of Passion,2.0
119,Sweet November,4.0
119,Twin Peaks: Fire Walk with Me,5.0
119,Superman,3.0
119,Stomp the Yard,5.0
119,The Door in the Floor,4.0
119,Crank,4.0
119,The Butterfly Effect,3.0
119,The Elephant Man,3.0
119,Gerry,4.0
119,Enough,4.0
119,8 femmes,5.0
119,My Name Is Bruce,4.0
119,A Perfect Murder,5.0
119,Ask the Dust,3.0
119,Fools Rush In,4.0
119,The Most Dangerous Game,4.0
119,Deux frères,4.0
119,In the Bedroom,3.0
119,"Aguirre, der Zorn Gottes",4.0
119,We Own the Night,3.0
119,Une vieille maîtresse,3.0
119,Sister Act,3.0
119,"Bell, Book and Candle",4.0
119,"4 luni, 3 săptămîni și 2 zile",4.0
119,Persepolis,2.0
119,Stellet Licht,2.0
119,Le scaphandre et le papillon,3.0
119,Hard Target,4.0
119,Jack & Sarah,3.0
119,Say Anything...,5.0
119,Mr. Holland's Opus,2.0
119,Addicted to Love,4.0
119,Mission to Mars,4.0
119,The Whole Nine Yards,4.0
119,Shattered,4.0
119,X-Men Origins: Wolverine,3.0
119,The Getaway,4.0
119,Roustabout,2.0
119,The Last Castle,3.0
119,Requiem,4.0
119,American Pie,3.0
119,The Breakfast Club,4.0
119,Rush Hour,4.0
119,巴尔扎克与小裁缝,2.0
119,Payback,4.0
119,Light of Day,3.0
119,L.A. Confidential,3.0
119,Color of Night,3.0
119,Totally Blonde,4.0
119,Kiss of the Dragon,3.0
119,Carla's Song,3.0
119,Reindeer Games,3.0
119,Voyage to the Bottom of the Sea,4.0
119,Fantastic Voyage,3.0
119,My Tutor,4.0
119,Valkyrie,2.0
119,Music Box,3.0
119,The Golden Compass,4.0
119,À nos amours,4.0
119,Cold Mountain,4.0
119,Jacob's Ladder,4.0
119,Kafka,2.0
119,Avalon,3.0
119,In the Name of the King: A Dungeon Siege Tale,3.0
119,Prime,5.0
119,Married to the Mob,4.0
119,Buddenbrooks,4.0
119,Reign Over Me,3.0
119,Sicko,4.0
119,Тегеран-43,3.0
119,공동경비구역 JSA,4.0
119,The Chronicles of Narnia: Prince Caspian,3.0
119,Vivement dimanche!,3.0
119,暗戰,4.0
119,¡Átame!,4.0
119,Belle Époque,4.0
119,The Bourne Supremacy,4.0
119,Que la bête meure,2.0
119,Spanglish,3.0
119,Les amants,1.0
119,"Fratello sole, sorella luna",2.0
119,Uncle Buck,3.0
119,The Great Outdoors,2.0
119,Deconstructing Harry,4.0
119,新最佳拍檔,4.0
119,Pleasantville,4.0
119,Abraham,1.0
119,Postal,5.0
119,David,2.0
119,24 Hour Party People,4.0
119,Young and Innocent,4.0
119,An American in Paris,2.0
119,American Pie 2,3.0
119,The Curse of the Jade Scorpion,2.0
119,Le Boucher,4.0
119,The Three Musketeers,4.0
119,Аэлита,5.0
119,Hairspray,4.0
119,Good Neighbor Sam,4.0
119,Dr. Jekyll and Mr. Hyde,5.0
119,Frankenstein,4.0
119,Yella,5.0
119,Don't Make Waves,5.0
119,The Goddess,4.0
119,怪獣総進撃,2.0
119,The Searchers,4.0
119,The Revenge of Frankenstein,2.0
119,Il castello delle donne maledette,3.0
119,Furankenshutain Tai Chitei Kaijū Baragon,2.0
119,Ballo a tre passi,5.0
119,Barry Lyndon,3.0
119,The Yes Men,4.0
119,Am Ende Kommen Touristen,4.0
119,La Mort en direct,4.0
119,L'important c'est d'aimer,4.0
119,Les innocents aux mains sales,4.0
119,88 Minutes,2.0
119,Don't Come Knocking,4.0
119,I Now Pronounce You Chuck & Larry,1.0
119,Sette orchidee macchiate di rosso,4.0
119,Milano Rovente,3.0
119,Critters,4.0
119,Landru,4.0
119,Carry On Screaming,5.0
120,Lola rennt,5.0
120,A Clockwork Orange,3.0
120,To Be or Not to Be,2.5
120,Syriana,2.0
120,Dave Chappelle's Block Party,3.0
120,Terminator 3: Rise of the Machines,3.5
120,Batman Returns,3.0
120,A Nightmare on Elm Street,3.0
120,Rain Man,3.5
120,Romeo + Juliet,3.5
120,Sissi,3.5
120,Monsoon Wedding,3.0
120,Reservoir Dogs,3.0
120,Psycho,3.0
120,Big Fish,3.5
120,The Conversation,3.5
120,Солярис,4.5
120,Titanic,3.0
120,Men in Black II,1.5
120,La belle et la bête,3.5
120,La passion de Jeanne d'Arc,3.5
120,Cool Hand Luke,1.5
120,The Third Man,4.0
120,Bridge to Terabithia,4.5
120,Superstar: The Karen Carpenter Story,4.5
120,Out of Sight,1.5
120,Y tu mamá también,2.5
120,Die Höhle des gelben Hundes,3.5
120,Parenthood,3.0
120,Die Hard 2,3.5
120,Rope,4.0
120,Meet the Parents,3.0
120,When Saturday Comes,3.0
120,...Più forte ragazzi!,3.5
120,Fahrenheit 9/11,3.5
120,Twin Peaks: Fire Walk with Me,4.0
120,The Butterfly Effect,5.0
120,My Name Is Bruce,5.0
120,The Most Dangerous Game,2.5
120,Deux frères,3.0
120,"Aguirre, der Zorn Gottes",3.5
120,Anatomie de l'enfer,3.0
120,"4 luni, 3 săptămîni și 2 zile",1.5
120,Le scaphandre et le papillon,2.5
120,Say Anything...,4.0
120,Rush Hour,4.0
120,L.A. Confidential,4.5
120,The Golden Compass,5.0
120,Married to the Mob,3.0
120,Тегеран-43,3.5
120,Belle Époque,3.5
120,Heathers,3.5
120,Titanic,3.0
120,Young and Innocent,4.5
120,The Chronicles of Riddick: Dark Fury,5.0
120,License to Wed,3.0
120,I Love You to Death,4.5
120,Мой сводный брат Франкенштейн,3.5
120,The Projected Man,4.0
120,Don't Come Knocking,4.0
120,Girl with a Pearl Earring,2.5
120,Shriek If You Know What I Did Last Friday the Thirteenth,4.5
120,Sous le Sable,0.5
120,Hoosiers,2.0
120,"Martha – Meet Frank, Daniel and Laurence",5.0
120,Indestructible Man,3.0
121,Judgment Night,4.0
121,Star Wars,4.0
121,The Dark,5.0
121,Armageddon,4.0
121,Back to the Future,3.0
121,Trois couleurs : Rouge,5.0
121,Italiensk for begyndere,3.0
121,48 Hrs.,4.0
121,Lost in Translation,3.0
121,Ocean's Eleven,4.0
121,Ocean's Twelve,5.0
121,Back to the Future Part II,3.0
121,La Boum 2,4.0
121,Lucky Number Slevin,3.0
121,To Be or Not to Be,5.0
121,Mean Streets,4.0
121,Saw II,4.0
121,Berlin: Die Sinfonie der Grosstadt,4.0
121,Rebecca,4.0
121,座頭市,5.0
121,The War of the Roses,4.0
121,Live and Let Die,3.0
121,Antoine et Colette,3.0
121,Lili Marleen,5.0
121,Das weisse Rauschen,4.0
121,Strange Days,5.0
121,A River Runs Through It,5.0
121,Terminator 3: Rise of the Machines,5.0
121,La science des rêves,4.0
121,Notorious,5.0
121,Roma città aperta,5.0
121,"Faster, Pussycat! Kill! Kill!",5.0
121,Halbe Treppe,3.0
121,The Million Dollar Hotel,5.0
121,Jurassic Park,4.0
121,Night on Earth,3.0
121,Eyes Wide Shut,5.0
121,Alien,3.0
121,Crustacés et coquillages,4.0
121,Batman Returns,4.0
121,A Nightmare on Elm Street,4.0
121,Rain Man,4.0
121,The Day After Tomorrow,3.0
121,Aliens vs Predator: Requiem,5.0
121,Populärmusik från Vittula,4.0
121,Romeo + Juliet,3.0
121,Sissi,4.0
121,My Own Private Idaho,4.0
121,Bonnie and Clyde,4.0
121,Monsoon Wedding,4.0
121,The Green Mile,5.0
121,Notting Hill,4.0
121,Once Were Warriors,5.0
121,Psycho,3.0
121,The Poseidon Adventure,4.0
121,Dogville,3.0
121,"Monsters, Inc.",3.0
121,Big Fish,3.0
121,Silent Hill,4.0
121,The Hours,4.0
121,The Conversation,4.0
121,Солярис,4.0
121,To Kill a Mockingbird,4.0
121,Titanic,3.0
121,La passion de Jeanne d'Arc,5.0
122,The Dark,3.0
122,Apocalypse Now,3.0
122,American History X,4.0
122,48 Hrs.,3.0
122,Lost in Translation,3.0
122,Ocean's Eleven,3.0
122,Back to the Future Part II,2.0
122,A Clockwork Orange,2.0
122,Syriana,1.0
122,Live and Let Die,3.0
122,Cat on a Hot Tin Roof,3.0
122,Lili Marleen,3.0
122,Batman Begins,4.0
122,Dave Chappelle's Block Party,3.0
122,Terminator 3: Rise of the Machines,1.0
122,La science des rêves,3.0
122,Halbe Treppe,4.0
122,The Million Dollar Hotel,4.0
122,Jurassic Park,3.0
122,Night on Earth,3.0
122,Sommersturm,1.0
122,Bang Boom Bang - Ein todsicheres Ding,1.0
122,Crustacés et coquillages,3.0
122,Rain Man,1.0
122,Knallhart,3.0
122,My Own Private Idaho,3.0
122,The Green Mile,4.0
122,Once Were Warriors,3.0
122,Terminator Salvation,5.0
122,Silent Hill,3.0
122,The Hours,3.0
122,The Conversation,3.0
122,To Kill a Mockingbird,3.0
122,Der Untergang,3.0
122,On Her Majesty's Secret Service,3.0
123,The Wanderers,4.0
123,High Noon,5.0
123,Kurz und schmerzlos,5.0
123,Dog Day Afternoon,3.0
123,Fools Rush In,4.0
123,Jezebel,4.0
123,Anatomie de l'enfer,4.0
123,The Greatest Story Ever Told,5.0
123,The Bourne Supremacy,5.0
123,Titanic,2.0
123,Young and Innocent,5.0
123,Un long dimanche de fiançailles,5.0
123,License to Wed,4.0
123,Dr. Jekyll and Mr. Hyde,5.0
123,Der Tunnel,3.0
123,La révolution française,5.0
124,Ariel,3.0
124,Metropolis,4.0
124,Trois couleurs : Rouge,5.0
124,Le Mépris,3.0
124,A River Runs Through It,4.5
124,Terminator 3: Rise of the Machines,3.0
124,The Million Dollar Hotel,3.5
124,The Devil Wears Prada,4.0
124,Once Were Warriors,5.0
124,The Man with the Golden Arm,2.5
124,Солярис,3.5
124,Almost Famous,3.0
124,The Thirteenth Floor,4.5
124,Qui a tué Bambi ?,4.0
124,My Name Is Bruce,3.5
124,"Aguirre, der Zorn Gottes",3.0
124,Say Anything...,4.0
124,Reign Over Me,4.0
124,Young and Innocent,4.0
124,License to Wed,5.0
124,The Searchers,4.0
124,Der Tunnel,4.5
124,Beetlejuice,3.0
124,Sous le Sable,4.0
124,5 Card Stud,5.0
124,Boogie Nights,3.5
124,Ken Park,2.5
124,Brothers,4.0
124,K-19: The Widowmaker,2.5
124,My Best Friend's Wedding,3.0
124,Bad Boys II,4.0
124,Star 80,3.0
124,Downhill Racer,3.5
124,The Nomi Song,4.0
125,Star Wars,4.0
125,Lola rennt,4.0
125,Scarface,4.0
125,48 Hrs.,4.5
125,Syriana,5.0
125,Muriel's Wedding,4.5
125,The 39 Steps,5.0
125,A River Runs Through It,4.5
125,Terminator 3: Rise of the Machines,5.0
125,The Million Dollar Hotel,5.0
125,Bang Boom Bang - Ein todsicheres Ding,4.0
125,Batman Returns,4.0
125,Aliens vs Predator: Requiem,4.0
125,Sissi,3.5
125,Monsoon Wedding,5.0
125,Love Actually,4.0
125,Casino,4.0
125,Psycho,4.0
125,Transamerica,4.0
125,Wag the Dog,4.0
125,To Kill a Mockingbird,4.0
125,Titanic,3.0
125,Men in Black II,5.0
125,La belle et la bête,4.0
125,Murder She Said,5.0
125,La passion de Jeanne d'Arc,3.0
125,Sleepless in Seattle,4.5
125,Cool Hand Luke,4.5
125,The Thomas Crown Affair,5.0
125,The Thomas Crown Affair,4.0
125,Blood: The Last Vampire,4.5
125,Cars,2.0
125,Madagascar,5.0
125,Arlington Road,4.5
125,Point Break,4.5
125,The Talented Mr. Ripley,4.5
125,The Remains of the Day,4.0
125,Bridge to Terabithia,5.0
125,The Dreamers,4.5
125,Superstar: The Karen Carpenter Story,4.5
125,Y tu mamá también,4.0
125,Get Carter,5.0
125,Rope,4.0
125,When Saturday Comes,4.0
125,Fever Pitch,5.0
125,Diarios de motocicleta,3.5
125,Comanche Station,4.5
125,Mosura tai Gojira,5.0
125,...Più forte ragazzi!,4.0
125,The Forbidden Kingdom,3.0
125,The Prisoner of Zenda,5.0
125,Fahrenheit 9/11,3.0
125,The Ewok Adventure,5.0
125,Return of the Jedi,4.0
125,Qui a tué Bambi ?,3.0
125,My Name Is Bruce,4.5
125,"Aguirre, der Zorn Gottes",4.0
125,Persepolis,0.5
125,Stellet Licht,3.5
125,Say Anything...,4.5
125,Reign Over Me,3.0
125,Sicko,5.0
125,The Bourne Supremacy,4.5
125,The Chronicles of Riddick: Dark Fury,5.0
125,License to Wed,5.0
125,Gods and Monsters,2.5
125,Furankenshutain Tai Chitei Kaijū Baragon,5.0
125,Barry Lyndon,5.0
125,The Prize,1.0
125,Shriek If You Know What I Did Last Friday the Thirteenth,4.0
125,And Then There Were None,4.0
125,Montag kommen die Fenster,5.0
125,5 Card Stud,4.5
125,Schock,3.0
125,"Martha – Meet Frank, Daniel and Laurence",4.0
125,The Village,3.5
125,Bad Boys II,4.0
125,Dear Frankie,4.0
125,Star 80,4.0
125,House of Dracula,0.5
125,Downhill Racer,5.0
125,Best Worst Movie,4.0
125,Loose Screws,4.5
125,No mires para abajo,2.5
125,The Great American Girl Robbery,5.0
125,Schwerkraft,2.5
125,Boat,4.5
125,Shuang ma lian huan,4.0
125,Confession of a Child of the Century,5.0
125,The Powerpuff Girls Movie,5.0
125,Equalizer 2000,0.5
125,Longitude,4.5
126,Ariel,3.0
126,Pirates of the Caribbean: Dead Man's Chest,4.0
126,Armageddon,3.0
126,48 Hrs.,5.0
126,Lost in Translation,4.0
126,L'arrivée d'un train en gare de La Ciotat,3.0
126,Ocean's Eleven,4.0
126,A Clockwork Orange,3.0
126,Lucky Number Slevin,2.0
126,Dead Poets Society,3.0
126,Syriana,4.0
126,座頭市,4.0
126,Willy Wonka & the Chocolate Factory,3.0
126,Antoine et Colette,3.0
126,Dave Chappelle's Block Party,4.0
126,Halbe Treppe,3.0
126,Grbavica,3.0
126,The Million Dollar Hotel,4.0
126,Jurassic Park,3.0
126,Bang Boom Bang - Ein todsicheres Ding,4.0
126,Crustacés et coquillages,4.0
126,The Devil Wears Prada,3.0
126,Batman Returns,4.0
126,A Nightmare on Elm Street,4.0
126,Rain Man,4.0
126,Sommer vorm Balkon,4.0
126,The Life Aquatic with Steve Zissou,2.0
126,The Day After Tomorrow,3.0
126,Aliens vs Predator: Requiem,4.0
126,Romeo + Juliet,3.0
126,Bend It Like Beckham,2.0
126,Sissi,4.0
126,Klute,4.0
126,My Own Private Idaho,3.0
126,Bandyta,5.0
126,Monsoon Wedding,5.0
126,The Green Mile,4.0
126,Reservoir Dogs,4.0
126,The Wrong Trousers,3.0
126,Psycho,4.0
